type,manufacturer,flavor,profile,price,link
SUB,MET4,Fair Grounds - Deep Fried Cream Cake.,"Deep Fried Twinkie, Twinkie, Cream Cake, Dessert, Vanilla",,
SUB,MET4,Golden Ticket - A rich and creamy chocolate milk flavor.,"Chocolate, Milk, Chocolate Milk, Dessert",,
SUB,Monster,Custard Monster Banana,"Banana, Custard, Cream, Dessert, Sweet",,
SUB,Monster,Custard Monster Blackberry,"Sweet, Blackberry, Custard, Cream, Dessert",,
SUB,Monster,Custard Monster Blueberry,"Blueberry, Sweet, Custard, Cream, Dessert",,
SUB,Monster,Custard Monster Butterscotch,"Butterscotch, Custard, Sweet, Cream, Dessert",,
SUB,Monster,Custard Monster Gingerbread,"Gingerbread, Custard, Sweet, Cream, Dessert",,
SUB,Monster,Custard Monster Mixed Berry,"Sweet, Mixed Berry, Strawberry, Blackberry, Blueberry, Cream, Dessert, Custard, Raspberry",,
SUB,Monster,Custard Monster Strawberry,"Strawberry, Sweet, Custard, Cream, Dessert",,
SUB,Monster,Custard Monster Vanilla,"Vanilla, Sweet, Custard, Cream, Dessert",,
SUB,Monster,Frozen Fruit Monster Banana Ice,"Banana, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Black Cherry Ice,"Cherry, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Blueberry Raspberry Lemon Ice,"Blueberry, Raspberry, Lemon, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Double Mango Ice,"Mango, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Mango Peach Guava Ice,"Mango, Peach, Guava, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Mixed Berry Ice,"Berry, Fruit, Mixed Berry, Strawberry, Blackberry, Blueberry, Raspberry, Ice, Menthol",,
SUB,Monster,Frozen Fruit Monster Passionfruit Orange Guava Ice,"Passionfruit, Orange, Guava, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Strawberry Banana Ice,"Strawberry, Banana, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Strawberry Kiwi Pomegranate Ice,"Strawberry, Kiwi, Pomegranate, Ice, Menthol, Fruit",,
SUB,Monster,Frozen Fruit Monster Strawberry Lime Ice,"Strawberry, Lime, Ice, Menthol, Fruit",,
SUB,Monster,Fruit Monster Black Cherry,"Cherry, Fruit",,
SUB,Monster,Fruit Monster Blueberry Raspberry Lemon,"Blueberry, Raspberry, Lemon, Fruit",,
SUB,Monster,Fruit Monster Mango Peach Guava,"Mango, Peach, Guava, Fruit",,
SUB,Monster,Fruit Monster Mixed Berry,"Raspberry, Blueberry, Strawberry, Blackberry, Fruit",,
SUB,Monster,Fruit Monster Passionfruit Orange Guava,"Passionfruit, Orange, Guava, Fruit",,
SUB,Monster,Fruit Monster Strawberry Banana,"Strawberry, Banana, Fruit",,
SUB,Monster,Fruit Monster Strawberry Kiwi Pomegranate,"Strawberry, Kiwi, Pomegranate, Fruit",,
SUB,Monster,Fruit Monster Strawberry Lime,"Strawberry, Lime, Fruit",,
SUB,Monster,Jam Monster Banana,"Banana, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Black Cherry,"Cherry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Blackberry,"Blackberry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Blueberry,"Blueberry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Grape,"Grape, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Mixed Berry,"Strawberry, Blackberry, Blueberry, Raspberry, Mixed Berry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster PB & Banana,"Peanut, Banana, Peanut Butter, Jam, Dessert",,
SUB,Monster,Jam Monster PB & Grape,"Peanut, Grape, Peanut Butter, Jam, Dessert",,
SUB,Monster,Jam Monster PB & Strawberry,"Peanut, Strawberry, Jam, Peanut Butter, Dessert",,
SUB,Monster,Jam Monster Peach,"Peach, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Raspberry,"Raspberry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Jam Monster Strawberry,"Strawberry, Jam, Butter, Toast, Dessert",,
SUB,Monster,Lemonade Monster Blueberry Lemonade,"Lemonade, Blueberry, Lemon, Fruit",,
SUB,Monster,Lemonade Monster Mango Lemonade,"Mango, Lemon, Lemonade, Fruit",,
SUB,Monster,Lemonade Monster Mint Lemonade,"Mint, Lemon, Lemonade, Spearmint, Ice",,
SUB,Monster,Lemonade Monster Pink Lemonade,"Lemonade, Lemon, Citrus, Fruit",,
SUB,Monster,Lemonade Monster Strawberry Lemonade,"Lemonade, Strawberry, Lemon, Fruit",,
SUB,Monster,Lemonade Monster Watermelon Lemonade,"Watermelon, Lemon, Lemonade, Fruit",,
SUB,Monster,The Milk Berry Crunch,"Milk, Berry, Strawberry, Blueberry, Raspberry, Cream, Dessert, Cereal",,
SUB,Monster,The Milk Cinnamon,"Milk, Cinnamon, Cream, Dessert, Cereal",,
SUB,Monster,The Milk Fruity,"Fruity Pebbles, Cereal, Milk, Cream, Dessert",,
SUB,Monster,The Milk Jax,"Milk, Apple, Cinnamon, Cream, Dessert, Cereal",,
SUB,Monster,Tobacco Monster Bold - Tobacco with hints of vanilla and hazelnut.,"Tobacco, Hazelnut, Vanilla",,
SUB,Monster,Tobacco Monster Rich - Tobacco with hints of vanilla and caramel.,"Tobacco, , Vanilla",,
SUB,Monster,Tobacco Monster Smooth - Tobacco with hints of Spanish Cream.,"Tobacco, Sweet, Cream",,
SUB,Monster,The Milk Strawberry,"Strawberry, Cream, Milk, Dessert",,
SUB,MRKT PLCE,Blood Orange Tangoberry,"Blood Orange, Tangerine, Orange, Grapefruit, Blueberry, Fruit",,
SUB,MRKT PLCE,Fuji Pear Mangoberry,"Pear, Mango, Apple, Raspberry, Fruit",,
SUB,MRKT PLCE,Forbidden Berry,"Berry, Strawberry, Raspberry, Blackberry",,
SUB,MRKT PLCE,Pineapple Peach Dragonberry,"Pineapple, Peach, Dragonberry, Berry",,
SUB,MRKT PLCE,Watermelon Hula Berry Lime,"Sour, Watermelon, Lime",,
SUB,Naked 100,American Patriot,Tobacco,,
SUB,Naked 100,Berry Menthol,"Berry, Blueberry, Blackberry, Raspberry, Menthol, Ice, Fruit",,
SUB,Naked 100,Crisp Menthol,"Mint, Ice, Menthol",,
SUB,Naked 100,Hawaiian Pog,"Passionfruit, Orange, Guava, Fruit, Tropical",,
SUB,Naked 100,Lava Flow,"Strawberry, Coconut, Pineapple, Pina Colada, Fruit",,
SUB,Naked 100,Lava Flow Ice,"Strawberry, Coconut, Pineapple, Pina Colada, Fruit, Ice, Menthol",,
SUB,Naked 100,Really Berry,"Blueberry, Blackberry, Lemon, Fruit",,
SUB,Naked 100,Strawberry Pom Menthol,"Strawberry, Kiwi, Pomegranate, Ice, Menthol, Fruit",,
SUB,Nomenon,Arctic Wintergreen Freeze,"Wintergreen, Ice, Menthol",,
SUB,Nomenon,Caramel Butterscotch Classic,"Caramel, Butterscotch, Vanilla, Cream, Dessert",,
SUB,Nomenon,Dragon Fruit Strawberry Cream,"Dragon Fruit, Strawberry, Cream, Dessert",,
SUB,Nomenon,Free Noms Green Apple Strawberry Peach Ice,"Apple, Strawberry, Peach, Ice, Menthol, Fruit",,
SUB,Nomenon,Grapenomenon,"Grape, Fruit, Candy",,
SUB,Nomenon,Lemonomenon,"Lemon, Candy, Fruit",,
SUB,Nomenon,Lychee Cherry Blossom Raspberry,"Lychee, Cherry Blossom, Raspberry, Fruit",,
SUB,Nomenon,Pear Green Apple Peach,"Pear, Apple, Green Apple, Peach, Fruit",,
SUB,Nomenon,Phenomenon,"Mystery, Fruit, Tropical",,
SUB,Nomenon,Pineapple Coconut Spiced Rum,"Pineapple, Coconut, Rum, Pina Colada, Fruit",,
SUB,Nomenon,Tobacco Caramel Vanilla,"Tobacco, Caramel, Vanilla",,
SUB,Nomenon,Watanomenon,"Watermelon, Candy, Fruit",,
SUB,Nomenon,Watanomenon ICE,"Watermelon, Candy, Fruit, Ice, Menthol, Lush Ice",,
SUB,Noms 100,Black Cherry Sour Apple - Blend of rich cherry notes and a tart apple finish.,"Cherry, Apple, Tart",,
SUB,Noms 100,Blue Razz Shark - The zesty tang of ripe blueberries meets the sweet shock of wild cherries.,"Blueberry, Cherry, Candy",,
SUB,Noms 100,"Pixie Dip - A fruit punch powdered sugar candy,  paired with a fun, dippable candy stick.","Fruit, Strawberry, Candy",,
SUB,Noms 100,Strawberry Cream - Blends of sweet strawberries with velvety smoothness.,"Strawberry, Cream, Milk, Dessert",,
SUB,Noms 100,"Vanilla Toffee - Rich, buttery, and sweet, with smooth vanilla and deep caramel notes.","Rich, Butter, Sweet, Vanilla, Caramel",,
SUB,Noms,Blunomenom,"Blue Raspberry, Blue Razz, Fruit, Candy",,
SUB,Noms,X2 Blueberry Papaya Strawberry,"Blueberry, Papaya, Strawberry, Fruit",,
SUB,Noms,X2 Cactus Jackfruit Mandarin,"Cactus, Jackfruit, Mandarin, Fruit",,
SUB,Noms,X2 Cherry Lime Ginger,"Cherry, Lime, Ginger, Fruit",,
SUB,Noms,X2 Kiwi Passionfruit Nectarine,"Kiwi, Passionfruit, Nectarine, Fruit",,
SUB,Noms,X2 White Peach Raspberry,"Peach, Raspberry, Fruit",,
SUB,Pachamama,Fuji Apple Strawberry,"Apple, Strawberry, Nectarine, Fruit",,
SUB,Pachamama,Mint Leaf,"Mint, Spearmint, Honeydew, Berry, Strawberry, Blueberry, Kiwi, Fruit, Ice",,
SUB,Pinup Vapors,Betty - A variety of different fruit flavors that change with each puff.,"Tropical Fruits, Berries, Mixed Fruit, Mystery, Fruit",,
SUB,Pinup Vapors,Betty Chill - An iced version of a variety of different fruit flavors that change with each puff.,"Tropical Fruits, Berries, Mixed Fruit, Mystery, Fruit, Ice, Menthol",,
SUB,Pinup Vapors,Christie,"Pineapple, Coconut, Pina Colada, Fruit",,
SUB,Pinup Vapors,Marilyn - Blend of creamy vanilla custard with hints of butterscotch and a warm caramel drizzle.,"Vanilla, Caramel, Cream, Butterscotch, Dessert",,
SUB,Pinup Vapors,Rita,"Orange, Pineapple, Cherry, Strawberry, Grape, Fruit, Candy, Smarties",,
SUB,Propaganda,Illuminati - Blood Orange complimented by sweet undertones of Pineapple and Strawberries.,"Blood Orange, Strawberry, Pineapple, Fruit",,
SUB,Propaganda,The Hype Sour Apple - Mouthwatering sour green apple powdered candy.,"Apple, Green Apple, Fruit",,
SUB,Propaganda,The Hype America - Rocket popsicle.,"Cherry, Lime, Blue Raspberry, Blue Razz, Fruit, Candy",,
SUB,Propaganda,The Hype Blue Frost - Blue raspberry slushee.,"Blue Raspberry, Blue Razz, Fruit, Candy",,
SUB,Propaganda,The Hype Cool Blue Frost - Blue raspberry slushee with a cool menthol finish.,"Blue Raspberry, Blue Razz, Fruit, Candy, Ice, Menthol",,
SUB,Propaganda,The Hype Juicy Grape,"Grape, Fruit, Candy",,
SUB,Propaganda,The Hype Pink and Blue,"Strawberry, Blue Raspberry, Blue Razz, Cotton Candy, Candy, Fruit",,
SUB,Propaganda,The Hype Sour Apple,"Apple, Green Apple, Fruit",,
SUB,Propaganda,The Hype Strawberries A La Mode,"Strawberry, Vanilla, Cream, Cake, Dessert",,
SUB,Sadboy,Blueberry Cookie,"SUB, Sadboy, Blueberry, Cookie, Dessert",,
SUB,Sadboy,Blueberry Jam,"SUB, Sadboy, Blueberry, Cookie, Dessert, Jam",,
SUB,Sadboy,Butter Cookie,"SUB, Sadboy, Butter, Cookie, Lemon, Dessert",,
SUB,Sadboy,Coconut Cake,"SUB, Sadboy, Coconut, Cake, Vanilla, Cream, Dessert",,
SUB,Sadboy,Cookie Custard,"SUB, Sadboy, Custard, Vanilla, Cookie, Dessert",,
SUB,Sadboy,Happy End Blue Cotton Candy,"SUB, Sadboy, Blue Raspberry, Blue Razz, Cotton Candy, Candy, Fruit",,
SUB,Sadboy,Happy End Pink Cotton Candy,"SUB, Sadboy, Strawberry, Cotton Candy, Candy, Fruit",,
SUB,Sadboy,Keylime Cookie,"SUB, Sadboy, Lime, Cookie, Key Lime, Dessert",,
SUB,Sadboy,Lemon Cookie,"SUB, Sadboy, Cookie, Lemon, Dessert, Jam",,
SUB,Sadboy,Nola Bar Blueberry,"SUB, Sadboy, Cream, Blueberry, Granola, Dessert",,
SUB,Sadboy,Nola Bar Strawberry,"SUB, Sadboy, Cream, Strawberry, Granola, Dessert",,
SUB,Sadboy,Pumpkin Cookie,"SUB, Sadboy, Pumpkin, Cinnamon, Cookie, Dessert, Nutmeg",,
SUB,Sadboy,Punch Berry Blood,"SUB, Sadboy, Strawberry, Blackberry, Blueberry, Lemon, Raspberry, Lemonade, Candy, Fruit",,
SUB,Sadboy,Rainbow Blood,"SUB, Sadboy, Strawberry, Blackberry, Blueberry, Raspberry, Lemonade, Fruit",,
SUB,Sadboy,Shamrock Cookie,"SUB, Sadboy, Mint, Cookie, Dessert",,
SUB,Sadboy,Strawberry Cheesecake,"SUB, Sadboy, Strawberry, Cheesecake, Cream, Graham, Dessert",,
SUB,Sadboy,Strawberry Jam,"SUB, Sadboy, Strawberry, Cookie, Jam, Dessert",,
SUB,Sadboy,Unicorn Tears,"SUB, Sadboy, Citrus, Cookie, Dessert",,
SUB,Smoke Crossroads,Carolina Red - Tobacco,Tobacco,,
SUB,Suicide Bunny,Mother's Milk - Strawberries slowly revealing themselves in the haze of creamy custard.,"Strawberry, Cream, Custard, Milk, Dessert",,
SUB,Suicide Bunny,Sucker Punch - Strawberries and dragon fruit with a creamy fruit blend.,"Cream, Dragonfruit, Vanilla, Dessert",,
SUB,The Finest,Tiramisu Custard,"Coffee, Cream, Tiramisu, Vanilla, Custard, Graham, Dessert",,
SUB,Twist,Blend No. 1 - A fruity fusion of exotic fruits that emulate a tropical paradise.,"Orange, Strawberry, Blueberry, Pineapple, Fruit",,
SUB,Twist,"Frosted Amber - A light and airy, almost cake-like confection, topped with warm vanilla frosting and sprinkles.","Cookie, Vanilla, Sugar, Frosting, Cream, Dessert",,
SUB,Twist,Green No. 1 - Sweet melon and cool honeydew.,"Honeydew, Cantaloupe, Candy, Melon, Fruit",,
SUB,Twist,Pink No. 1 - Pink Leonade.,"Lemon, Lemonade, Strawberry, Fruit",,
SUB,Twist,"Purple Grape - Ripened grapes, fresh strawberries, and supple blueberries.","Grape, Berry, Strawberry, Blueberry, Raspberry, Fruit",,
SUB,Twist,Purple No. 1 - Mixed berry lemonade.,"Berry, Blueberry, Strawberry, Raspberry, Lemonade, Lemon, Fruit",,
SUB,Twist,Red No. 1 - Juicy watermelons mixed into lemonade.,"Watermelon, Lemon, Lemonade, Fruit",,
SUB,Twist,Tobacco Gold No. 1,Tobacco,,
SUB,Vapetasia,Killer Kustard - Mix of vanilla and custard flavors.,"Custard, Vanilla, Cream, Dessert",,
SUB,Vapetasia,"Royalty 2 - notes of savory custard, nuts, and creamy vanilla; met with a mild earthy flavor.","Tobacco, Hazelnut, Vanilla, Cream, Custard, Dessert",,
SUB,Verdict Vapors,Convict - Strawberry Milk,"Strawberry, Milk, Cream, Marshmallow, Dessert",,
SUB,Verdict Vapors,Mints Chocomint,"Mint, Chocolate, Spearmint, Ice, Menthol, Candy",,
SUB,Verdict Vapors,Mints Peppermint,"Mint, Peppermint, Menthol, Ice",,
SUB,Verdict Vapors,Mints Spearmint,"Mint, Spearmint, Menthol, Ice",,
SUB,Verdict Vapors,Mints Wintergreen,"Mint, Wintergreen, Menthol, Ice",,
SUB,Verdict Vapors,Warden - Hazelnut Pecan Butter,"Hazelnut, Pecan, Butter, Cream, Vanilla, Dessert",,
SUB,VGod,Apple Bomb,"Apple, Green Apple, Fruit, Candy",,
SUB,VGod,Apple Bomb Iced,"Apple, Green Apple, Fruit, Candy, Ice, Menthol",,
SUB,VGod,Berry Bomb,"Strawberry, Fruit, Candy",,
SUB,VGod,Berry Bomb Iced,"Strawberry, Fruit, Candy, Menthol, Ice",,
SUB,VGod,Cubano - A Smooth Cuban Cigar with a drizzle of Creamy Vanilla.,"Tobacco, Cigar, Vanilla",,
SUB,VGod,Cubano Black - A robust Cuban cigar flavor with hints of rich creamy custard.,"Tobacco, Custard, Vanilla",,
SUB,VGod,"Cubano Silver - A full flavored Cuban cigar with a buttery vanilla custard,  a hint of spice, sweet caramelized brown sugar and honey.","Tobacco, Honey, Vanilla, Custard",,
SUB,VGod,Lucious - Fresh Watermelon on the Inhale with sweet undertones of Mixed Melons.,"Watermelon, Fruit, Candy",,
SUB,VGod,Lush Ice - Fresh Watermelon on the Inhale with sweet undertones of Mixed Melons and smooth Menthol.,"Watermelon, Fruit, Ice, Menthol, Lush, Candy",,
SUB,VGod,Mango Bomb,"Mango, Fruit",,
SUB,VGod,Mango Bomb Iced,"Mango, Fruit, Ice, Menthol",,
SUB,VGod,Purple Bomb,"Grape, Fruit, Candy",,
SUB,VGod,Sourlicious - Sour Watermelon Candy on the Inhale with subtle undertones of Mixed Melons and Sugar.,"Sour, watermelon, candy melon, sugar",,
SUB,VGod,Purple Bomb Iced,"Grape, Fruit, Candy, Ice, Menthol",,
SUB,Yogi,Apple Cinnamon Granola Bar,"Apple, Cinnamon, Granola, Dessert, Honey",,
SUB,Yogi,Blueberry Granola Bar,"Blueberry, Granola, Honey, Desserrt",,
SUB,Yogi,Java Granola Bar,"Coffee, Chocolate, Granola, Honey, Dessert",,
SUB,Yogi,Original Granola Bar,"Granola, Honey, Dessert",,
SUB,Yogi,Peanut Butter Banana Granola Bar,"Banana, Peanut Butter, Granola, Honey, Dessert",,
SUB,Yogi,Strawberry Granola Bar,"Strawberry, Granola, Honey, Dessert",,
SUB,Yogi,Vanilla Tobacco Granola Bar,"Vanilla, Tobacco, Cream, Honey, Granola, Dessert",,
SUB,The Finest,Tiramisu Custard,,,
